Date,600000.SS,600004.SS,600005.SS,600006.SS,600008.SS,600009.SS,600010.SS,600011.SS,600015.SS,600016.SS,600017.SS,600018.SS,600019.SS,600022.SS,600026.SS,600027.SS,600028.SS,600029.SS,600030.SS,600031.SS,600033.SS,600036.SS,600037.SS,600048.SS,600050.SS,600058.SS,600062.SS,600066.SS,600068.SS,600085.SS,600087.SS,600089.SS,600096.SS,600100.SS,600102.SS,600104.SS,600108.SS,600109.SS,600111.SS,600118.SS,600123.SS,600125.SS,600132.SS,600143.SS,600150.SS,600151.SS,600153.SS,600161.SS,600166.SS,600169.SS,600170.SS,600177.SS,600183.SS,600188.SS,600196.SS,600208.SS,600210.SS,600216.SS,600219.SS,600220.SS,600221.SS,600236.SS,600239.SS,600246.SS,600251.SS,600256.SS,600266.SS,600269.SS,600271.SS,600282.SS,600300.SS,600307.SS,600309.SS,600316.SS,600320.SS,600325.SS,600331.SS,600348.SS,600350.SS,600352.SS,600362.SS,600369.SS,600376.SS,600380.SS,600383.SS,600395.SS,600415.SS,600418.SS,600426.SS,600428.SS,600432.SS,600456.SS,600489.SS,600497.SS,600500.SS,600508.SS,600516.SS,600517.SS,600518.SS,600519.SS,600528.SS,600547.SS,600549.SS,600550.SS,600569.SS,600583.SS,600585.SS,600588.SS,600595.SS,600596.SS,600597.SS,600598.SS,600600.SS,600601.SS,600611.SS,600631.SS,600635.SS,600642.SS,600643.SS,600649.SS,600655.SS,600657.SS,600660.SS,600663.SS,600664.SS,600674.SS,600675.SS,600688.SS,600690.SS,600694.SS,600717.SS,600718.SS,600737.SS,600739.SS,600741.SS,600748.SS,600779.SS,600795.SS,600804.SS,600808.SS,600809.SS,600811.SS,600812.SS,600820.SS,600832.SS,600835.SS,600837.SS,600839.SS,600863.SS,600875.SS,600879.SS,600881.SS,600886.SS,600895.SS,600900.SS,600970.SS,600997.SS,600999.SS,601001.SS,601003.SS,601006.SS,601009.SS,601088.SS,601099.SS,601107.SS,601111.SS,601117.SS,601139.SS,601166.SS,601168.SS,601169.SS,601179.SS,601186.SS,601727.SS,601766.SS,601788.SS,601801.SS,601808.SS,601857.SS,601866.SS,601872.SS,601877.SS,601888.SS,601898.SS,601899.SS,601918.SS,601919.SS,601939.SS,601958.SS,601988.SS,601989.SS,601991.SS,601998.SS,000001.SZ,000002.SZ,000009.SZ,000012.SZ,000021.SZ,000024.SZ,000027.SZ,000031.SZ,000039.SZ,000046.SZ,000059.SZ,000060.SZ,000061.SZ,000063.SZ,000069.SZ,000089.SZ,000100.SZ,000157.SZ,000338.SZ,000401.SZ,000402.SZ,000422.SZ,000423.SZ,000425.SZ,000488.SZ,000527.SZ,000528.SZ,000538.SZ,000562.SZ,000568.SZ,000612.SZ,000623.SZ,000625.SZ,000630.SZ,000631.SZ,000651.SZ,000652.SZ,000667.SZ,000680.SZ,000685.SZ,000686.SZ,000690.SZ,000709.SZ,000717.SZ,000718.SZ,000725.SZ,000728.SZ,000729.SZ,000758.SZ,000768.SZ,000778.SZ,000780.SZ,000783.SZ,000792.SZ,000800.SZ,000807.SZ,000825.SZ,000839.SZ,000858.SZ,000876.SZ,000878.SZ,000895.SZ,000897.SZ,000898.SZ,000900.SZ,000927.SZ,000932.SZ,000933.SZ,000937.SZ,000951.SZ,000959.SZ,000960.SZ,000961.SZ,000968.SZ,000969.SZ,000983.SZ,000999.SZ,002001.SZ,002007.SZ,002024.SZ,002028.SZ,002122.SZ,002128.SZ,002142.SZ,002155.SZ,002202.SZ,002242.SZ,002244.SZ,002304.SZ
2010-07-23,71.65,12.6,19.53,15.62,18.64,32.25,8.95,20.96,20.27,70.25,12.89,4.41,10.33,15.64,14.07,5.35,12.13,10.53,54.49,274.14,19.22,46.87,63.63,84.91,8.78,62.96,119.55,145.26,44.37,79.49,52.86,388.54,31.04,197.75,22.85,86.03,47.73,58.54,165.11,191.45,89.25,169.76,135.13,93.24,89.24,50.0,70.17,103.4,105.77,42.23,20.19,123.75,9.12,39.39,130.64,27.75,31.63,82.17,18.75,44.46,8.73,19.03,133.86,59.85,67.8,252.55,30.34,52.78,128.9,16.06,38.17,16.24,281.16,97.93,70.94,12.81,104.08,102.65,7.52,78.73,37.03,25.35,53.99,58.94,74.2,45.55,191.83,41.84,42.51,40.34,94.38,48.97,145.19,113.51,45.99,47.99,33.39,167.9,218.21,621.68,34.54,347.46,139.95,153.35,8.9,105.22,39.22,261.73,81.85,79.38,17.95,22.38,40.94,34754.07,877.47,13.68,832.16,23.35,53.8,32.27,1913.55,94.96,382.26,61.73,93.14,58.91,7.18,9.67,144.45,217.09,153.95,195.6,120.27,498.98,281.94,8.13,113.3,760.99,71.78,5.44,74.38,84.54,36.03,77.52,91.38,33.35,192.32,75.16,46.81,60.67,180.32,407.85,102.33,176.72,16.43,100.35,48.6,22.4,34.16,18.2,9.76,15.73,24.41,11.84,7.1,12.39,4.17,11.74,29.98,10.88,14.34,6.94,7.8,7.34,5.42,17.4,12.18,12.31,11.24,3.73,4.75,19.18,21.36,9.66,6.01,12.57,9.82,5.36,16.62,3.98,7.03,14.99,6.17,17.51,821.63,51.57,192.47,141.55,77.28,54.18,84.13,234.54,152.64,12.81,356.29,193.27,229.12,194.77,36.92,5.13,341.7,109.64,57.44,192.11,157.3,354.22,34.84,30.2,478.69,96.2,499.25,66.62,673.05,101.29,283.46,34.12,97.7,45.81,709.7,205.33,75.57,45.18,87.3,159.05,185.72,29.56,19.15,40.48,11.51,17.92,81.64,75.75,88.22,43.51,61.09,25.83,177.41,38.34,35.59,34.83,93.5,384.81,8.56,53.13,49.48,26.23,11.74,54.03,13.66,6.47,122.0,58.91,36.71,7.29,48.0,24.52,27.54,14.45,116.02,42.68,169.7,518.63,995.86,246.24,83.48,42.22,13.1,25.31,83.82,41.63,27.67,164.6
2010-07-26,71.52,12.69,19.65,15.78,18.9,32.85,9.02,21.01,20.29,70.25,13.53,4.42,10.28,15.58,14.14,5.36,12.26,10.65,54.16,272.8,19.38,46.84,64.27,85.58,8.83,63.33,124.02,147.44,44.59,80.21,53.13,386.85,31.4,200.58,22.58,86.03,47.94,57.98,167.48,201.23,90.58,171.11,137.5,96.18,90.27,50.74,70.63,103.63,107.67,42.85,20.46,122.84,9.12,39.71,135.19,27.7,31.97,83.96,19.27,44.79,8.8,19.13,134.14,59.85,69.73,251.68,30.13,53.88,130.35,16.03,38.22,16.12,282.77,100.68,71.42,43.67,106.24,102.78,7.56,81.14,37.12,25.83,53.99,60.75,73.88,45.68,193.05,42.48,42.99,40.91,95.66,49.17,156.08,114.83,47.06,51.85,33.52,173.15,224.62,622.74,34.61,366.36,143.17,155.77,8.92,105.56,38.94,267.77,83.85,78.91,17.81,22.35,41.62,35632.02,885.62,13.68,836.08,23.48,52.9,32.37,1927.56,94.69,379.83,61.86,94.52,58.91,7.18,9.76,144.58,218.7,158.42,196.99,123.84,513.09,282.86,8.13,116.04,760.99,71.63,5.43,77.05,85.19,36.36,80.35,92.75,33.82,191.77,75.6,46.81,61.86,184.29,409.2,102.33,176.72,16.45,101.07,48.39,22.28,34.59,18.24,9.92,15.6,24.32,11.8,7.2,12.56,4.18,12.11,29.72,11.06,14.4,6.93,7.95,7.49,5.48,17.35,12.27,12.29,11.25,3.72,4.75,19.23,21.94,9.75,5.72,12.5,9.89,5.36,16.91,3.97,7.31,15.03,6.19,17.51,822.62,52.1,198.46,142.45,78.06,54.87,84.81,243.61,155.45,12.81,358.14,199.52,227.76,192.82,37.23,5.17,339.78,111.5,57.92,191.64,159.78,367.06,266.94,30.24,476.29,96.54,520.93,67.72,700.85,104.84,281.9,34.28,98.52,46.18,709.7,213.07,75.78,45.47,86.95,157.64,199.52,29.67,19.24,10.15,11.66,17.83,82.01,77.18,89.08,44.03,60.6,25.66,180.94,38.69,36.54,34.88,94.86,392.17,8.56,53.67,49.48,28.82,11.67,54.08,14.13,6.52,122.84,58.57,36.94,7.29,49.32,24.32,27.98,14.45,115.37,43.97,171.13,518.97,989.38,250.13,87.08,43.78,13.08,26.27,86.1,42.57,27.86,170.8
2010-07-27,70.22,12.95,19.41,15.65,18.74,33.04,9.05,20.96,19.9,69.52,13.47,4.42,10.25,15.54,14.0,5.31,12.21,10.62,54.0,269.52,19.3,46.34,64.58,85.52,8.74,63.24,122.17,145.41,46.15,79.4,54.47,382.49,31.0,197.06,22.12,85.29,47.83,59.46,164.58,207.01,91.34,171.6,142.09,95.61,89.2,50.14,70.35,103.63,106.91,42.13,20.1,127.13,9.12,39.17,132.82,27.19,31.68,83.85,19.03,45.21,8.63,18.96,131.0,59.37,69.73,251.76,30.09,53.25,130.35,16.06,39.42,16.03,280.36,100.17,71.52,42.32,104.48,100.96,7.54,81.72,36.42,26.11,53.65,60.55,73.35,45.28,200.77,41.84,13.91,40.67,94.06,48.22,153.35,112.92,46.43,53.28,32.9,172.78,223.61,627.14,34.28,357.96,143.1,152.81,8.84,105.39,38.26,268.68,82.11,77.97,18.38,22.54,43.26,37497.68,875.43,13.68,836.08,23.22,52.31,32.69,1904.53,93.08,382.96,61.16,93.93,57.95,7.18,9.66,146.76,219.81,155.5,202.0,131.21,498.98,285.93,8.13,119.29,747.79,70.17,5.4,79.85,83.56,35.41,81.71,91.38,33.66,190.1,75.16,46.81,61.79,181.7,405.82,101.23,177.13,16.5,99.5,47.81,22.4,33.57,18.1,9.82,15.35,24.04,11.77,7.21,12.42,4.21,11.78,29.26,10.89,14.09,6.89,7.88,7.45,5.45,17.29,12.3,12.28,11.17,3.66,4.75,19.34,21.65,9.67,5.72,12.39,9.73,5.37,16.55,3.96,7.23,14.85,6.1,17.51,829.56,51.89,195.69,140.53,77.65,54.31,83.67,246.74,154.13,12.68,351.44,207.32,223.37,191.0,37.17,5.17,343.02,109.21,56.65,190.48,159.68,366.23,269.93,30.13,475.6,95.86,528.71,67.05,714.15,103.09,278.08,33.64,98.83,45.66,699.12,209.47,75.78,45.29,86.41,158.27,195.99,29.56,18.88,40.11,11.51,17.78,84.31,75.35,88.31,43.57,59.8,25.48,186.5,38.17,35.92,35.04,94.62,393.56,8.56,53.01,49.48,28.11,11.55,53.88,13.9,6.51,122.06,57.87,36.41,7.28,49.5,24.3,27.14,14.45,113.37,43.56,170.55,535.67,12.1,248.34,85.16,43.38,12.96,25.69,84.94,43.43,28.32,172.8
2010-07-28,72.35,13.12,19.95,15.97,19.03,33.8,9.26,21.19,20.4,70.87,13.53,4.5,10.47,15.81,14.45,5.42,12.49,11.06,55.66,280.94,19.54,47.54,66.48,89.1,8.91,64.4,126.44,146.72,46.38,81.74,54.74,391.69,31.59,204.88,22.39,87.57,48.99,61.02,167.93,208.07,92.96,179.05,142.28,95.7,90.97,50.28,72.63,105.5,109.03,43.26,20.46,131.87,9.12,40.21,136.08,27.9,32.22,85.69,8.88,45.95,8.93,19.24,132.93,62.62,70.93,259.29,30.94,53.88,132.67,16.29,39.54,16.43,290.0,103.6,72.69,44.81,105.36,103.43,7.64,83.17,37.35,26.43,55.36,61.36,78.2,46.91,202.33,41.94,43.35,41.43,96.3,49.08,164.09,115.35,47.18,56.23,33.52,176.15,231.2,631.11,34.94,367.56,145.11,155.84,9.0,115.75,41.82,271.18,83.79,80.32,18.41,22.82,43.65,37826.91,897.85,13.68,853.09,23.74,53.02,33.03,1918.53,97.25,392.7,65.13,95.31,58.69,7.18,9.8,148.99,223.19,158.42,206.46,134.31,510.46,290.53,8.13,119.45,760.99,72.25,5.52,79.93,86.97,36.14,85.32,93.38,34.2,195.29,77.13,47.39,62.65,187.23,427.42,103.75,181.94,16.66,102.47,49.34,22.85,34.13,18.49,9.96,15.7,25.02,11.99,7.35,12.69,4.33,12.0,30.53,11.08,14.52,7.03,8.0,7.54,5.51,17.89,12.66,13.01,11.35,3.75,4.85,19.74,21.65,10.38,6.15,12.76,10.0,5.44,17.01,4.01,7.31,15.11,6.27,17.51,852.35,53.49,198.15,143.13,80.0,55.89,86.53,248.06,160.23,13.11,359.99,210.44,230.1,198.12,37.89,5.27,346.41,110.6,59.22,197.68,167.04,371.28,275.19,30.69,491.02,99.01,536.38,69.28,718.18,105.24,289.83,34.5,16.1,47.36,723.97,213.9,78.67,46.01,92.46,162.21,199.84,30.39,19.38,41.85,11.74,18.42,85.38,76.89,90.36,44.34,62.38,26.43,188.65,38.91,36.57,35.85,96.77,396.47,8.56,54.41,49.48,28.94,12.0,55.59,14.05,6.69,126.3,60.27,38.17,7.38,50.65,24.92,28.02,14.45,117.22,44.98,175.28,554.84,1030.69,254.13,86.28,45.06,13.23,26.18,86.28,43.8,29.16,174.12
2010-07-29,72.39,13.24,20.4,16.34,19.21,33.59,9.35,21.48,20.41,71.36,13.65,4.53,10.64,16.01,14.73,5.48,12.62,11.09,56.43,282.28,19.62,47.77,65.79,89.98,8.88,64.87,125.54,148.53,45.43,81.25,55.28,405.02,31.93,204.2,22.77,90.19,49.09,61.78,168.67,219.39,93.22,182.1,141.13,95.8,91.94,50.88,72.36,108.54,111.36,43.56,20.91,130.41,9.12,40.17,135.78,28.36,32.86,84.84,19.83,45.87,8.87,19.48,133.43,62.91,70.62,257.19,31.19,54.44,134.48,16.48,39.42,17.01,290.65,110.91,72.69,44.54,105.92,102.78,7.65,83.17,37.52,26.73,55.42,61.22,77.88,47.56,202.41,43.25,42.63,42.14,98.73,49.63,165.56,118.9,47.5,56.13,34.19,175.68,229.52,616.23,34.57,367.86,143.43,153.35,9.1,114.9,43.1,269.25,87.33,80.15,18.25,23.01,43.29,37497.68,916.2,13.68,888.42,23.85,53.5,33.35,1912.93,96.04,390.62,64.47,97.08,59.43,7.18,9.8,151.1,218.1,162.04,206.6,138.0,521.75,293.9,8.13,119.04,765.39,74.78,5.63,79.56,87.94,36.44,85.44,94.01,34.2,200.86,78.67,47.91,62.09,194.84,440.91,104.22,181.11,16.68,103.32,49.4,23.2,33.87,19.32,9.9,15.77,25.17,12.15,7.45,12.41,4.33,12.0,30.42,11.31,14.46,6.98,7.95,7.6,5.45,18.54,12.64,12.9,11.44,3.89,4.9,20.49,22.17,10.39,6.46,12.7,10.11,5.44,17.51,4.02,7.51,15.35,6.26,17.51,851.36,52.8,197.08,144.6,80.21,55.72,85.95,252.18,159.73,13.63,363.68,211.22,227.37,197.0,38.01,5.27,350.38,114.47,59.48,197.91,169.12,373.11,271.26,30.91,487.59,98.55,532.35,70.1,705.49,112.34,294.53,34.6,100.63,47.36,719.83,215.28,86.11,46.01,92.36,170.02,198.88,30.72,19.69,41.69,12.2,18.67,83.73,77.46,99.46,45.18,61.58,26.85,186.13,39.26,38.65,36.17,96.21,390.09,8.56,54.95,49.48,29.58,12.42,56.57,14.22,6.76,128.51,59.95,38.69,7.49,51.08,25.21,28.07,14.45,116.52,44.05,175.39,549.88,1028.26,252.63,86.6,44.63,13.16,26.29,86.69,42.94,28.77,173.85
2010-07-30,71.93,13.17,20.43,16.13,19.11,33.43,3.4,21.24,20.57,71.48,13.55,4.49,10.64,15.95,14.81,5.43,12.67,11.09,55.86,284.22,19.66,47.71,65.79,90.11,8.84,66.4,126.78,149.99,44.93,80.15,56.53,402.11,31.59,207.32,22.48,90.25,49.3,60.74,177.27,218.44,91.13,179.66,142.51,95.8,91.54,11.89,71.54,108.17,110.01,43.09,20.64,130.14,40.44,39.05,136.57,28.51,32.37,86.57,19.67,45.7,8.96,19.62,131.86,63.29,69.88,255.26,30.67,53.81,138.67,16.55,38.97,17.03,289.84,111.79,75.52,44.89,107.28,100.44,7.66,84.05,37.53,26.25,55.67,60.22,78.93,46.5,200.94,42.53,42.45,42.0,98.09,49.69,163.74,118.63,48.25,56.3,33.66,174.84,233.9,613.06,34.18,363.96,145.65,151.27,9.06,113.2,42.66,269.93,86.13,79.03,18.04,23.01,43.48,37607.42,902.95,13.68,872.72,23.7,53.14,32.89,1943.74,95.91,390.27,66.25,96.83,58.3,7.18,9.81,149.72,222.88,161.18,206.88,137.08,511.21,292.37,8.13,117.07,760.99,73.55,5.63,78.37,86.65,36.14,85.21,94.12,33.82,198.82,76.91,47.0,61.66,195.53,446.31,103.43,184.03,16.62,103.1,48.54,22.97,33.49,19.32,9.82,15.95,24.92,11.96,7.44,12.38,4.29,11.88,30.22,11.37,14.44,6.96,7.93,7.55,5.47,18.26,12.45,13.31,11.4,3.89,4.84,20.2,22.81,10.22,6.48,12.54,10.15,5.41,17.79,3.99,7.45,15.17,6.22,17.51,850.37,53.01,194.46,143.36,83.18,55.42,86.3,250.37,158.74,14.62,357.45,210.18,228.73,196.58,37.95,5.24,342.14,112.95,58.71,198.37,173.47,368.71,278.09,30.99,491.02,99.76,534.56,69.13,702.26,110.34,292.86,34.09,100.63,47.95,724.43,215.28,88.17,46.26,91.62,167.98,196.31,30.5,19.69,41.32,12.05,18.41,83.73,81.28,100.57,44.81,60.41,26.69,183.83,38.72,38.36,35.95,97.88,389.81,8.56,54.75,49.48,29.05,12.42,55.93,14.04,6.81,126.06,58.59,38.29,7.43,50.53,24.76,27.51,14.45,112.77,42.79,181.76,552.48,1021.78,255.42,90.52,43.54,13.09,26.51,85.39,43.6,28.84,172.05
2010-08-02,73.41,13.32,20.61,16.66,19.37,33.92,9.37,21.35,20.86,72.47,13.73,4.53,10.73,16.01,15.02,5.52,12.68,11.25,56.67,287.5,19.95,48.6,66.35,92.34,8.98,66.63,127.97,150.2,45.76,82.03,56.53,409.13,32.38,208.98,22.71,91.85,50.25,61.34,43.3,217.85,93.93,181.37,143.81,102.8,92.42,53.39,72.45,108.97,111.69,44.38,20.96,133.24,40.64,39.57,143.1,28.81,33.01,87.95,19.73,46.95,9.0,19.73,133.71,66.07,72.47,256.49,30.88,54.83,137.88,16.61,39.54,17.53,299.65,112.09,75.42,45.37,109.2,102.78,7.7,84.41,38.09,27.79,56.58,61.76,79.46,47.29,205.54,43.84,44.07,42.9,101.24,50.58,164.09,125.85,49.24,56.56,34.01,175.12,242.34,633.69,35.04,365.86,149.54,153.08,9.16,116.25,43.08,274.6,87.07,85.25,18.67,23.2,44.07,39473.08,927.41,13.68,902.81,23.94,53.98,33.1,1988.55,97.66,398.62,66.25,99.58,59.04,7.18,9.92,151.49,229.98,164.79,210.77,137.77,517.98,299.73,8.13,119.66,767.59,75.62,5.67,82.08,88.27,37.28,92.0,95.91,34.18,200.49,78.23,49.01,63.61,201.58,448.34,105.49,184.45,16.71,108.27,49.8,23.08,34.13,19.61,9.94,16.29,25.24,12.24,7.54,12.59,4.45,11.93,31.23,11.59,14.77,6.98,8.03,7.62,5.49,18.4,12.69,13.73,11.45,3.94,4.9,20.38,23.02,10.4,6.56,12.66,10.29,5.46,17.92,4.03,7.47,15.27,6.29,17.51,853.34,53.87,199.07,144.26,85.36,56.53,87.1,251.36,161.22,14.97,367.84,210.57,232.73,200.77,38.92,5.39,344.64,113.88,59.86,199.3,174.2,370.64,290.42,31.44,503.7,100.94,554.81,70.34,734.29,112.09,304.32,35.3,102.69,48.55,744.23,217.77,89.41,46.3,95.53,169.88,201.77,30.94,19.83,42.37,12.12,18.7,87.96,83.68,100.83,45.38,64.22,27.15,196.63,39.16,38.83,36.49,98.92,409.1,8.56,55.82,49.48,29.35,12.64,57.23,14.19,6.91,127.14,59.35,39.02,7.45,51.51,25.39,28.51,97.64,114.02,43.43,188.08,554.96,1046.89,261.51,91.8,43.96,13.34,27.1,87.0,43.74,30.17,178.32
2010-08-03,71.61,13.05,20.19,16.21,19.06,33.59,9.26,20.96,20.15,70.99,13.35,4.46,10.52,15.71,14.68,5.44,12.44,10.89,56.51,283.37,19.83,47.27,66.05,91.13,8.83,63.89,124.12,153.26,44.93,80.08,54.65,404.53,31.99,202.14,22.16,88.77,48.78,59.7,176.86,208.42,93.51,176.73,138.03,101.1,90.3,50.74,71.45,105.92,109.3,43.39,20.57,129.77,41.06,39.65,140.72,30.79,32.91,89.27,19.07,45.54,8.64,19.34,136.57,68.27,69.81,253.08,31.01,53.88,132.74,16.35,38.34,17.0,291.29,111.66,73.37,44.72,106.64,108.63,7.57,82.37,37.89,27.39,55.36,60.55,78.3,46.8,201.98,43.48,43.17,41.81,99.87,49.69,162.17,125.85,48.77,55.55,33.39,169.12,239.13,628.24,33.88,367.46,145.25,149.39,9.02,112.01,42.08,265.94,84.32,82.14,18.11,22.94,42.94,38156.14,901.93,13.68,904.12,23.55,52.07,33.0,1940.94,96.58,393.05,64.6,96.39,57.47,7.18,9.92,147.15,225.7,162.04,204.79,138.57,514.79,294.51,8.13,117.07,749.99,73.09,5.52,81.43,86.65,36.44,89.17,93.28,33.3,196.78,76.7,48.11,62.12,195.7,436.86,102.8,181.73,16.47,106.56,51.17,22.51,34.83,19.07,9.86,15.92,24.82,11.94,7.32,12.24,4.38,11.55,30.38,11.22,14.36,6.86,7.91,7.42,5.39,17.94,12.4,13.34,11.31,3.85,4.79,20.47,22.72,10.26,6.45,12.45,10.0,5.38,17.33,3.97,7.3,14.99,6.13,17.51,846.41,53.07,194.31,141.09,83.47,55.5,86.07,248.88,10.03,14.59,359.06,205.37,231.17,197.56,38.13,5.24,334.19,111.5,58.81,195.59,173.06,359.81,285.32,30.65,496.84,99.76,544.16,68.93,725.03,108.84,295.12,34.25,101.32,47.36,731.8,212.79,87.55,44.93,93.55,165.66,197.27,30.39,19.29,41.61,12.2,18.18,85.17,82.25,97.83,44.6,64.4,26.62,192.85,37.92,37.99,35.58,95.65,403.69,8.56,55.15,49.48,28.88,12.2,55.72,13.68,6.89,127.73,59.43,37.82,7.42,50.22,25.48,28.18,103.08,114.72,42.11,190.18,537.81,1033.93,255.92,88.68,43.76,13.04,26.41,84.85,42.49,29.55,175.3
2010-08-04,71.06,13.13,20.13,16.5,19.11,33.34,9.35,21.06,20.26,70.87,13.51,4.44,10.4,15.75,14.6,5.43,12.41,10.97,56.59,281.55,19.83,47.04,65.66,89.71,8.83,64.12,122.83,155.65,44.93,79.43,55.81,407.2,32.89,205.07,22.02,89.22,50.35,59.54,185.04,211.84,93.66,180.15,138.99,102.42,90.59,51.26,72.81,105.83,110.11,43.36,20.57,128.95,42.08,39.63,143.0,30.38,33.3,90.15,19.31,46.28,8.71,19.31,139.93,70.29,70.46,250.98,30.65,53.65,135.2,16.32,38.68,17.03,289.2,115.74,72.79,43.45,106.64,112.53,7.57,82.3,37.56,28.31,55.33,60.62,77.67,46.91,198.77,46.7,43.77,41.76,99.69,50.1,163.69,19.0,49.44,56.04,33.43,169.21,240.82,635.68,33.98,372.36,147.86,158.73,8.96,115.58,41.48,265.03,84.26,82.91,18.2,23.44,42.94,42106.94,903.97,13.68,925.05,23.55,52.84,32.86,1960.54,96.18,394.44,64.6,95.26,58.78,7.18,10.08,144.85,222.88,162.04,203.95,139.84,517.42,298.81,8.13,119.66,749.99,73.94,5.52,81.93,86.65,36.4,89.51,93.59,33.25,196.96,76.48,47.98,64.91,196.91,432.82,104.38,182.78,16.55,115.38,52.61,22.46,35.51,19.0,9.86,16.01,25.0,11.99,7.38,12.35,4.37,11.69,30.36,11.42,14.39,6.85,7.91,7.42,5.45,17.9,12.49,13.65,11.37,3.94,4.8,20.34,23.45,10.25,6.47,12.54,9.99,5.37,17.55,3.96,7.54,14.99,6.15,17.51,845.42,53.97,195.08,141.09,84.17,55.55,86.3,253.5,158.25,14.93,359.06,215.9,233.61,193.93,38.25,5.23,340.67,113.21,58.21,193.03,179.28,360.64,283.35,30.65,494.1,99.64,549.44,69.32,735.7,109.04,294.14,34.66,100.2,46.77,727.2,218.32,87.55,46.8,94.39,164.11,196.95,30.33,19.24,40.76,12.24,18.24,86.2,84.19,97.49,44.66,64.83,26.64,199.49,37.96,37.92,35.15,97.81,411.6,8.56,54.69,49.48,28.94,12.1,56.0,13.83,6.92,127.79,59.09,38.44,7.38,50.36,25.12,27.73,101.7,115.07,42.63,192.97,544.13,1031.5,255.62,88.04,43.48,12.95,26.51,85.25,42.17,29.55,177.0
2010-08-05,69.86,13.14,19.86,16.37,19.0,33.31,9.3,20.85,19.74,69.39,13.51,4.4,10.31,15.64,14.54,5.4,12.23,11.07,55.54,277.29,19.79,46.08,64.79,85.72,8.74,63.15,126.49,160.16,46.54,81.12,54.83,406.23,32.42,206.25,21.97,89.85,50.46,58.98,182.83,207.25,91.16,182.23,140.94,101.76,89.84,52.14,72.81,106.39,111.53,43.29,20.52,126.4,41.45,39.05,145.86,29.27,32.76,90.52,19.01,46.37,8.94,19.27,132.78,70.19,73.32,253.51,29.76,53.25,134.48,16.12,39.02,16.62,289.84,116.37,72.11,41.35,106.24,110.84,7.54,81.94,36.76,28.15,53.18,63.03,75.56,45.87,200.59,46.34,44.43,41.29,99.0,49.67,163.18,19.0,48.57,55.27,33.08,170.99,243.35,653.18,33.58,375.86,146.25,156.44,8.92,115.41,41.08,264.92,12.38,84.96,8.8,23.72,43.92,39912.05,913.14,13.68,911.97,23.4,52.01,32.48,2041.76,93.35,405.58,63.48,97.08,59.0,7.18,10.37,145.77,232.65,159.63,207.01,144.44,514.79,301.26,8.13,122.55,3.52,73.55,5.43,83.82,88.11,37.17,88.15,94.01,34.34,193.62,75.38,47.33,64.17,193.8,426.74,106.59,179.64,16.43,118.85,51.45,22.25,35.17,18.82,9.75,15.73,24.59,12.07,7.26,12.56,4.31,11.68,29.53,11.48,14.01,6.72,7.86,7.35,5.38,17.75,12.32,13.6,11.24,3.89,4.72,20.27,23.79,10.04,6.39,12.28,9.87,5.29,17.25,3.9,7.55,14.95,6.11,17.51,820.64,53.28,195.23,142.23,79.55,55.16,85.27,255.81,152.31,14.69,352.6,217.72,232.34,189.75,38.43,5.17,335.95,111.69,58.4,189.55,178.86,367.98,272.36,30.65,486.22,97.33,548.76,68.07,740.74,106.39,292.08,34.44,98.45,48.69,709.24,215.0,86.11,46.7,93.15,161.51,194.7,30.06,19.15,39.06,12.05,17.97,87.8,85.16,97.31,44.19,63.11,26.08,197.93,37.67,37.12,34.56,98.12,416.46,8.56,53.8,49.48,28.41,11.78,56.08,13.6,6.9,124.87,57.53,38.02,7.31,51.14,24.01,27.32,104.03,112.82,43.21,193.03,554.28,1049.32,251.83,87.48,42.65,12.82,26.47,84.58,43.31,11.22,172.28
