Date,600000.SS,600008.SS,600009.SS,600010.SS,600011.SS,600015.SS,600016.SS,600018.SS,600019.SS,600023.SS,600027.SS,600028.SS,600029.SS,600030.SS,600031.SS,600036.SS,600038.SS,600048.SS,600050.SS,600058.SS,600060.SS,600066.SS,600068.SS,600079.SS,600085.SS,600089.SS,600100.SS,600104.SS,600108.SS,600109.SS,600111.SS,600115.SS,600118.SS,600143.SS,600150.SS,600153.SS,600157.SS,600166.SS,600170.SS,600177.SS,600188.SS,600196.SS,600208.SS,600221.SS,600252.SS,600256.SS,600267.SS,600271.SS,600276.SS,600277.SS,600309.SS,600315.SS,600316.SS,600332.SS,600340.SS,600348.SS,600352.SS,600362.SS,600369.SS,600372.SS,600373.SS,600383.SS,600395.SS,600398.SS,600406.SS,600415.SS,600436.SS,600485.SS,600489.SS,600497.SS,600498.SS,600516.SS,600518.SS,600519.SS,600535.SS,600547.SS,600549.SS,600570.SS,600578.SS,600583.SS,600585.SS,600588.SS,600597.SS,600600.SS,600633.SS,600637.SS,600642.SS,600648.SS,600649.SS,600655.SS,600660.SS,600663.SS,600664.SS,600674.SS,600688.SS,600690.SS,600703.SS,600705.SS,600718.SS,600739.SS,600741.SS,600783.SS,600795.SS,600804.SS,600809.SS,600827.SS,600832.SS,600837.SS,600839.SS,600863.SS,600867.SS,600873.SS,600875.SS,600880.SS,600886.SS,600887.SS,600893.SS,600900.SS,600998.SS,600999.SS,601006.SS,601009.SS,601018.SS,601088.SS,601098.SS,601111.SS,601117.SS,601118.SS,601158.SS,601166.SS,601168.SS,601169.SS,601179.SS,601186.SS,601216.SS,601225.SS,601231.SS,601258.SS,601727.SS,601766.SS,601800.SS,601808.SS,601818.SS,601857.SS,601866.SS,601888.SS,601898.SS,601899.SS,601901.SS,601928.SS,601929.SS,601933.SS,601939.SS,601958.SS,601988.SS,601989.SS,601992.SS,601998.SS,603000.SS,603288.SS,603699.SS,603993.SS,000001.SZ,000002.SZ,000009.SZ,000024.SZ,000027.SZ,000039.SZ,000060.SZ,000061.SZ,000063.SZ,000069.SZ,000100.SZ,000156.SZ,000157.SZ,000333.SZ,000338.SZ,000400.SZ,000401.SZ,000402.SZ,000413.SZ,000423.SZ,000425.SZ,000503.SZ,000536.SZ,000538.SZ,000559.SZ,000562.SZ,000568.SZ,000581.SZ,000598.SZ,000623.SZ,000625.SZ,000629.SZ,000630.SZ,000651.SZ,000686.SZ,000709.SZ,000725.SZ,000728.SZ,000729.SZ,000750.SZ,000768.SZ,000776.SZ,000778.SZ,000783.SZ,000792.SZ,000793.SZ,000800.SZ,000825.SZ,000826.SZ,000831.SZ,000839.SZ,000858.SZ,000869.SZ,000876.SZ,000878.SZ,000883.SZ,000895.SZ,000898.SZ,000917.SZ,000937.SZ,000960.SZ,000963.SZ,000970.SZ,000983.SZ,000999.SZ,002001.SZ,002007.SZ,002008.SZ,002024.SZ,002038.SZ,002051.SZ,002065.SZ,002081.SZ,002129.SZ,002142.SZ,002146.SZ,002153.SZ,002202.SZ,002230.SZ,002236.SZ,002241.SZ,002252.SZ,002292.SZ,002294.SZ,002304.SZ,002310.SZ,002344.SZ,002353.SZ,002375.SZ,002385.SZ,002399.SZ,002400.SZ,002410.SZ,002415.SZ,002416.SZ,002422.SZ,002429.SZ,002450.SZ,002456.SZ,002465.SZ,002470.SZ,002475.SZ,002500.SZ,002570.SZ,002594.SZ,002603.SZ,002653.SZ,002673.SZ,300015.SZ,300017.SZ,300024.SZ,300027.SZ,300058.SZ,300070.SZ,300124.SZ,300133.SZ,300146.SZ,300251.SZ
2014-07-01,66.95,20.9,35.33,9.96,20.41,19.39,106.15,5.22,8.53,6.1,4.66,11.2,3.86,55.14,221.42,38.42,71.08,88.4,5.4,39.81,51.15,287.98,19.18,233.67,148.06,295.53,161.01,96.98,59.86,81.26,249.29,3.11,319.99,79.35,68.95,61.49,94.54,61.04,27.23,99.21,20.27,204.96,18.75,5.47,128.88,264.74,95.2,170.67,473.84,25.31,389.45,170.59,70.24,33.59,180.71,45.29,120.16,18.82,18.79,63.66,52.15,99.97,28.44,60.7,318.66,92.8,115.49,18.21,81.11,87.05,11.91,9.59,297.22,830.56,252.74,166.56,183.21,390.58,13.42,130.09,53.03,284.52,32.14,50.46,68.9,32.03,20.45,72.74,30.85,1112.35,384.0,57.0,43.83,92.45,8.57,209.63,185.57,81.51,204.23,427.03,331.93,98.08,552.02,122.54,49.01,74.58,10.98,188.98,71.1,37.46,296.17,27.95,33.62,303.14,189.9,683.06,78.83,14.51,13.42,14.28,9.1,12.4,2.57,18.29,15.27,3.69,5.39,6.56,5.97,32.93,6.45,11.08,3.7,5.17,21.9,4.14,34.3,11.1,4.2,4.88,4.11,19.02,2.84,9.48,2.17,34.13,5.07,4.01,5.53,9.67,12.06,27.8,5.38,10.02,3.73,7.93,5.81,5.09,79.61,68.44,19.92,7.13,1028.59,912.8,10.21,70.37,41.97,274.44,227.84,212.57,166.9,165.42,6.23,46.35,253.03,49.23,72.86,143.12,26.82,163.79,32.78,323.76,85.59,217.59,23.1,762.91,219.36,8.22,458.72,93.51,130.09,242.21,74.18,11.19,57.99,1490.82,102.51,18.24,10.23,14.31,55.8,76.2,90.32,51.54,39.28,22.22,80.98,164.0,23.3,18.92,136.99,83.98,67.46,272.25,106.56,93.45,7.61,12.71,292.87,3.94,114.4,31.01,12.44,161.59,185.59,35.93,34.03,177.15,308.71,200.77,573.85,384.36,53.39,290.97,249.19,36.81,10.4,42.17,285.43,47.69,162.9,432.39,296.96,63.3,143.58,183.04,135.23,308.9,51.64,309.67,67.35,47.45,42.36,171.43,221.51,140.46,30.5,80.12,27.12,110.34,174.28,49.55,19.68,146.34,6.82,14.36,47.7,38.37,53.6,11.38,121.68,218.32,314.69,177.24,235.0,211.23,238.75,319.34,329.64,209.13
2014-07-02,66.95,20.93,35.24,9.96,20.54,19.37,106.45,5.23,8.53,6.1,4.67,11.22,3.86,55.5,223.34,38.54,74.15,88.4,5.44,39.72,51.31,290.53,19.4,235.54,147.58,295.53,159.06,97.1,59.97,83.5,249.66,3.15,327.5,79.35,73.79,61.49,96.35,61.04,27.28,99.49,20.57,198.84,18.69,5.47,130.46,262.97,95.62,171.25,468.94,25.46,387.99,172.25,72.05,33.71,180.07,46.07,119.5,18.77,18.93,65.4,55.59,99.13,28.91,60.44,318.43,92.63,115.18,18.21,80.92,85.42,11.91,48.95,297.87,832.14,251.63,166.56,181.4,399.56,13.45,130.76,53.39,285.67,31.85,50.72,68.21,32.03,20.45,72.48,30.94,1109.55,385.74,56.9,43.95,93.86,8.57,208.84,184.63,82.18,201.17,424.2,332.24,98.57,554.22,123.01,49.5,77.12,10.98,190.1,74.66,37.65,298.68,27.84,33.49,300.46,192.55,663.47,79.26,14.61,14.4,14.35,9.14,12.42,2.64,18.46,15.78,3.71,5.4,6.5,6.01,33.09,6.44,11.1,3.7,5.16,21.9,4.19,34.4,11.05,4.22,4.93,4.13,19.33,2.83,9.5,2.19,34.2,5.09,3.98,5.56,9.64,12.22,28.0,5.38,10.13,3.75,8.17,5.88,5.1,80.53,67.84,19.53,7.26,1031.72,914.78,10.21,70.68,42.07,275.93,222.44,209.76,166.78,166.73,6.33,46.01,254.94,50.25,73.25,148.13,27.01,163.09,32.65,325.23,85.83,216.11,23.1,756.43,235.51,8.22,461.95,93.02,129.15,242.98,74.24,11.23,58.61,1477.93,103.36,18.29,10.41,14.37,55.39,76.69,92.04,51.77,39.2,22.57,81.45,164.41,23.45,18.92,136.08,83.29,65.79,273.09,108.82,94.46,7.61,12.78,286.22,3.95,113.88,31.21,12.44,162.44,184.54,36.38,33.63,176.68,311.07,204.49,583.57,377.09,53.33,290.41,253.63,36.94,10.42,42.84,286.32,47.6,165.89,422.15,296.96,63.3,144.39,186.1,136.24,310.51,53.8,287.75,69.66,49.2,42.4,170.94,224.24,138.54,30.3,82.97,27.26,110.0,174.36,49.76,19.54,148.28,6.86,14.36,47.9,38.41,54.22,11.46,120.97,229.09,311.07,176.6,234.46,210.65,235.23,313.83,330.48,209.87
2014-07-03,67.01,20.95,35.24,9.93,20.65,19.43,106.89,5.3,8.56,6.09,4.71,11.18,3.92,55.66,224.1,38.85,73.24,88.24,5.5,39.85,51.36,298.15,19.57,241.87,151.08,296.66,159.64,98.35,60.39,82.86,250.76,3.19,323.75,79.35,72.61,62.99,94.9,62.02,27.39,99.67,20.45,199.13,19.05,5.55,131.94,260.49,97.43,170.6,474.12,25.61,389.24,172.83,70.6,34.06,182.28,46.0,119.57,19.1,18.85,64.53,54.75,101.76,28.75,61.33,335.82,92.97,118.24,56.28,81.41,89.23,11.91,51.29,301.38,838.18,252.74,166.96,185.9,412.28,13.51,132.63,55.61,279.11,32.05,50.47,67.52,32.03,20.58,73.35,30.72,1113.75,388.53,57.56,44.08,96.83,8.61,207.66,185.97,83.65,199.36,426.18,333.16,97.22,556.42,121.32,49.19,77.3,10.98,190.84,74.12,37.46,300.73,28.25,33.54,295.58,194.44,663.87,78.17,14.74,15.01,14.34,9.17,12.48,2.64,18.46,15.78,3.76,5.46,6.48,6.01,33.06,6.51,11.18,3.79,5.15,21.9,4.15,34.33,11.13,4.24,4.94,4.13,19.21,2.84,9.52,2.41,33.66,5.1,4.01,5.55,9.65,12.3,28.96,5.42,10.18,3.76,8.11,5.94,5.17,80.01,67.94,19.58,7.21,1039.04,917.75,10.21,70.74,42.07,277.74,241.66,210.7,166.78,169.34,6.3,45.9,255.42,50.9,73.51,156.04,27.07,164.48,32.65,327.16,85.59,226.8,23.1,764.35,257.16,8.22,462.55,93.45,130.09,245.11,76.08,11.27,59.17,1481.61,102.94,18.35,10.32,14.39,55.72,76.59,91.09,51.95,39.43,22.5,81.6,164.13,23.84,19.03,135.11,82.68,66.98,277.8,108.15,95.31,7.61,12.69,285.4,4.06,113.96,31.09,12.44,162.36,185.29,36.48,34.84,178.22,319.54,201.76,580.33,380.77,53.09,278.05,251.07,38.87,10.44,42.71,296.97,47.73,164.8,420.07,292.32,63.3,142.47,185.23,137.25,308.72,54.32,291.89,69.6,47.57,42.86,164.62,228.0,139.02,30.5,85.19,27.36,110.24,21.63,49.85,19.82,146.12,6.87,14.36,48.85,38.92,56.7,11.46,119.96,222.77,303.83,174.22,228.25,211.51,232.43,309.34,346.2,207.56
2014-07-04,67.01,20.95,35.29,9.93,20.78,19.49,106.45,5.22,8.49,6.09,4.7,11.13,3.9,55.7,223.34,38.85,75.17,89.66,5.47,39.34,51.2,296.46,19.57,241.54,149.94,293.26,157.1,97.84,60.07,81.42,248.31,3.16,319.4,79.05,71.31,63.46,93.09,62.02,27.28,99.03,20.45,198.14,19.35,5.49,131.09,262.97,96.77,168.28,466.7,25.42,387.78,168.71,70.72,33.59,182.42,45.87,116.95,19.2,18.85,63.07,55.04,105.76,28.75,61.53,338.84,94.01,118.34,58.86,80.72,89.66,11.91,49.54,297.65,838.49,249.15,165.56,184.29,408.04,13.48,132.29,55.58,282.06,32.28,50.47,66.97,32.03,20.67,72.13,30.58,1113.75,388.18,57.26,44.46,96.75,8.54,208.84,189.76,83.04,200.33,424.2,332.24,100.15,554.22,123.54,48.79,78.38,10.98,189.91,73.29,37.36,296.62,28.41,33.24,291.68,193.68,686.09,78.55,14.77,14.92,14.3,9.14,12.45,2.58,18.53,15.78,3.73,5.42,6.4,5.99,32.96,6.57,11.22,3.75,5.16,21.82,4.18,33.7,11.05,4.22,4.96,4.14,19.2,2.85,9.51,2.33,33.22,5.08,4.01,5.51,9.73,12.26,28.6,5.44,10.01,3.76,7.98,5.89,5.15,79.99,68.64,19.75,7.04,1033.81,949.47,10.21,71.54,42.07,277.91,237.45,211.87,165.73,170.65,6.28,46.07,254.46,50.9,74.09,152.65,27.04,162.16,32.52,323.21,85.11,228.28,23.1,758.73,248.54,8.22,457.51,93.45,129.47,245.11,75.33,11.19,58.73,1478.39,102.37,18.46,10.27,14.33,55.14,75.91,90.24,51.91,39.2,22.45,81.04,164.97,23.74,18.98,132.19,81.34,65.87,277.11,107.1,95.08,7.61,12.71,286.73,4.0,125.17,30.97,12.44,160.44,186.18,36.33,34.51,177.27,317.96,197.6,575.47,378.29,53.33,272.16,249.36,38.51,10.41,43.29,298.68,46.66,167.21,418.31,290.37,63.3,140.2,182.47,137.39,308.9,53.88,302.26,71.64,11.52,42.76,166.66,222.03,138.86,29.76,84.68,27.09,111.01,21.63,48.74,19.74,144.4,6.85,14.36,48.29,39.82,55.81,11.35,118.38,219.37,316.5,170.76,223.75,206.13,231.79,311.69,343.68,203.77
2014-07-07,66.89,20.75,35.19,9.84,20.78,19.45,106.15,5.22,8.54,6.06,4.74,11.1,3.87,55.46,222.19,38.77,75.75,91.56,5.45,38.83,50.48,289.68,19.57,248.2,149.77,292.12,154.56,96.76,58.81,81.58,245.85,3.15,333.04,78.9,72.55,62.07,94.18,62.02,27.23,99.12,20.39,195.67,19.29,5.49,133.2,260.49,96.04,171.9,464.74,25.57,382.76,170.15,73.67,33.04,185.85,46.39,120.16,18.88,18.87,64.03,53.2,106.29,28.47,61.59,342.55,93.67,116.13,59.42,80.22,87.05,40.85,49.22,295.25,842.79,244.69,163.76,182.27,402.13,13.39,131.95,55.85,278.45,31.73,50.54,67.17,32.03,20.64,73.32,30.72,1119.35,387.48,57.2,44.46,96.83,8.59,205.16,174.25,86.3,198.38,426.46,334.08,98.51,554.22,120.09,48.58,77.78,10.98,189.72,72.47,37.26,290.23,28.3,33.82,292.65,192.55,689.73,78.95,14.72,14.97,14.26,9.08,12.43,2.59,18.55,15.47,3.71,5.37,6.3,5.98,32.99,6.48,11.24,3.76,5.22,21.89,4.2,32.6,11.0,4.25,5.1,4.13,19.14,2.85,9.51,2.27,33.08,5.05,4.01,5.49,9.5,12.2,28.4,5.45,10.0,3.75,8.11,5.94,5.14,78.99,67.02,19.51,7.1,1028.59,978.2,10.21,73.77,42.07,276.42,232.65,208.59,166.78,170.0,6.23,46.49,253.03,50.05,73.63,156.6,27.2,164.48,32.61,328.26,85.59,226.92,23.1,760.31,252.57,8.22,459.33,91.31,127.9,242.52,75.73,11.19,59.3,1458.6,102.37,18.35,10.27,14.27,55.23,75.32,90.75,51.77,39.04,22.45,80.56,164.13,23.51,18.92,131.02,81.5,66.1,280.72,106.9,94.85,7.61,12.78,284.66,4.01,125.24,30.97,12.44,158.16,183.65,36.33,34.3,177.51,318.97,196.95,573.85,368.54,54.15,266.54,248.17,38.32,10.43,43.88,290.57,45.9,164.17,420.07,288.32,63.3,141.2,179.88,134.44,313.56,54.64,293.45,71.46,11.52,42.6,155.36,216.87,139.1,29.0,78.02,26.92,109.47,21.63,50.0,19.35,143.74,6.8,14.36,47.75,39.07,55.27,11.34,115.26,226.51,314.16,171.27,215.47,195.95,217.43,305.26,327.0,200.08
2014-07-08,66.89,20.9,35.54,9.79,21.14,19.45,106.0,5.2,8.52,6.1,5.01,11.12,3.89,55.5,221.42,38.96,74.74,91.56,5.47,39.11,50.64,305.1,19.51,247.72,149.77,290.23,157.69,97.1,58.92,81.5,246.22,3.18,339.96,80.41,71.58,62.99,93.09,61.15,27.17,99.21,20.21,196.86,19.17,5.47,132.15,258.36,96.1,171.68,466.7,25.42,381.09,168.85,72.62,31.61,184.56,46.13,118.55,18.93,18.79,62.68,53.52,105.55,28.15,61.33,339.77,93.84,115.08,58.44,79.83,89.77,40.35,52.3,296.78,832.66,244.26,163.66,186.63,399.05,13.71,130.93,55.16,283.37,31.78,50.76,66.33,32.03,20.67,72.64,30.9,1119.35,388.53,56.9,44.59,96.83,8.57,204.9,174.84,84.82,202.0,423.92,336.23,98.32,560.82,121.62,48.67,76.51,10.98,189.35,73.02,38.04,291.6,28.25,33.97,293.87,196.33,697.4,76.71,14.79,14.7,14.22,9.1,12.46,2.57,18.58,15.32,3.76,5.4,6.32,5.98,32.83,6.51,11.26,3.76,5.25,21.6,4.18,33.37,11.0,4.27,5.09,4.15,19.18,2.85,9.5,2.26,32.1,5.05,4.01,5.49,9.54,12.1,29.08,5.47,10.13,3.75,8.04,5.9,5.19,78.31,67.08,19.72,7.13,1035.9,970.28,10.21,73.52,42.58,275.1,238.35,211.4,167.25,170.32,6.38,45.9,253.5,50.43,73.32,156.6,27.2,164.72,32.99,339.54,86.67,231.47,23.1,755.42,254.96,8.22,458.32,92.49,127.9,243.43,79.18,11.15,60.79,1476.55,102.09,18.29,10.32,14.2,55.23,75.32,89.03,51.68,39.04,22.31,80.49,164.69,23.74,18.92,131.54,82.68,68.81,282.25,107.4,95.62,7.61,12.8,284.74,4.0,128.58,30.81,12.44,163.73,182.15,36.28,34.51,177.27,316.83,194.65,563.32,363.83,54.03,265.0,256.54,39.15,10.44,43.29,280.58,46.3,165.31,414.47,291.02,63.3,143.01,183.39,135.62,317.87,54.68,293.21,71.7,46.73,18.8,151.99,223.21,138.22,29.28,80.9,26.99,108.32,21.63,50.21,19.2,143.3,6.8,14.36,49.23,39.56,54.08,11.43,116.84,232.93,317.14,170.76,216.55,197.31,223.17,315.77,324.24,201.83
2014-07-09,66.11,20.67,35.08,9.82,21.22,19.27,104.68,5.14,8.47,6.01,4.91,11.0,3.84,55.1,220.27,38.46,74.25,89.98,5.39,39.25,49.87,309.67,19.46,235.94,147.98,284.56,154.17,97.38,58.92,78.9,249.04,3.12,347.47,78.9,72.31,62.3,90.56,61.15,26.83,97.66,19.71,196.27,18.99,5.44,130.57,251.63,96.28,171.97,450.05,25.01,372.31,166.52,72.74,31.35,181.14,45.14,116.22,18.7,18.45,63.27,50.95,105.98,27.83,62.1,330.49,92.45,114.3,60.65,79.97,87.16,40.5,49.75,290.43,827.85,238.25,164.76,187.84,391.73,13.71,128.56,54.5,275.83,31.25,49.59,63.95,32.03,20.54,70.84,30.63,1105.35,386.09,55.77,44.21,95.89,8.61,200.29,172.83,83.81,195.6,416.02,329.79,95.94,554.22,116.63,48.05,73.74,10.98,186.57,71.1,37.36,286.35,27.69,33.72,282.41,196.33,684.07,75.84,14.7,14.25,14.11,9.05,12.3,2.56,18.42,15.34,3.71,5.33,6.27,5.91,32.31,6.4,11.06,3.67,5.19,20.86,4.16,32.2,10.83,4.19,5.04,4.12,18.69,2.82,9.45,2.27,31.87,5.01,3.99,5.44,9.26,11.71,28.6,5.45,10.11,3.73,8.12,5.77,5.07,75.79,65.7,19.16,7.02,1006.63,958.38,8.48,72.29,42.02,277.58,228.44,209.29,164.21,166.73,6.3,44.44,251.59,49.48,72.71,150.39,26.28,160.77,31.83,335.78,88.23,223.39,23.1,724.18,247.44,8.22,453.48,91.05,124.14,240.23,77.75,11.15,59.48,1451.23,100.4,18.18,10.18,14.4,54.24,73.85,89.38,51.12,38.57,21.8,79.86,162.19,23.49,19.03,129.08,84.31,67.86,276.42,106.29,94.38,7.61,12.71,273.5,3.91,125.39,30.21,12.44,164.5,180.96,35.68,34.03,173.6,310.85,193.23,553.6,357.76,52.96,251.94,248.51,37.72,10.33,41.92,272.57,45.45,152.17,388.87,291.99,63.3,137.86,180.22,133.41,311.05,54.04,284.87,71.57,45.81,18.8,151.36,215.91,134.94,29.66,82.1,26.15,106.88,21.63,50.24,18.9,140.52,6.69,14.36,47.96,38.76,54.59,11.22,114.93,231.95,303.61,166.16,217.36,196.45,213.48,300.26,317.04,193.24
2014-07-10,66.11,20.59,34.89,9.82,21.32,19.18,103.79,5.13,8.43,6.09,5.08,10.97,3.84,55.1,220.27,38.54,72.85,90.77,5.55,39.9,49.87,306.79,19.4,237.4,148.39,287.58,153.58,96.76,58.81,78.34,253.83,3.12,339.56,79.96,72.37,62.76,90.93,61.37,26.78,97.85,19.69,191.13,19.05,5.44,134.68,248.44,96.52,171.1,449.77,25.09,373.57,160.11,72.29,31.56,179.78,45.08,114.55,18.89,18.43,63.18,50.41,107.13,27.77,62.16,345.57,92.97,114.06,62.78,79.87,86.51,40.71,49.48,286.27,826.82,239.68,164.16,200.32,392.25,13.87,128.56,55.43,264.35,29.58,49.13,63.36,32.03,20.64,70.58,30.45,1115.15,386.09,56.14,44.78,95.82,8.54,200.43,166.2,82.89,189.19,424.2,330.4,95.82,558.62,117.17,48.05,73.38,10.98,186.2,71.37,37.85,286.58,28.0,33.34,276.31,194.82,664.88,74.28,14.7,14.34,14.1,9.05,12.32,2.56,18.49,15.28,3.73,5.33,6.17,5.91,32.25,6.38,11.13,3.7,5.28,20.8,4.19,30.79,10.85,4.19,5.01,4.13,18.66,2.83,9.45,2.28,31.99,4.99,3.98,5.48,9.22,11.83,29.0,5.42,10.06,3.71,8.07,5.79,5.05,75.91,64.9,19.1,6.92,1008.72,971.27,8.48,72.41,42.53,282.03,226.34,211.4,161.87,167.71,6.48,43.34,251.59,49.13,72.82,152.58,26.21,159.84,31.79,337.06,89.79,223.39,23.1,711.09,240.83,8.22,452.28,88.56,123.83,239.62,78.38,11.19,59.92,1451.23,100.4,18.24,10.27,14.42,54.32,73.95,90.92,51.17,38.81,21.47,79.75,159.68,23.35,19.03,127.65,84.84,65.71,282.11,106.12,94.69,7.61,12.93,270.25,3.89,127.84,30.13,12.44,162.84,198.43,35.68,33.91,174.78,313.11,186.89,553.6,353.57,53.97,244.22,249.53,37.63,10.35,42.17,264.02,45.49,152.23,369.99,274.17,63.3,131.49,179.36,132.95,308.0,54.68,271.84,71.57,45.81,44.56,144.34,212.45,130.06,29.46,81.2,25.61,104.0,21.63,49.1,18.75,135.09,6.72,14.36,46.59,37.62,54.59,11.24,117.61,218.76,294.46,161.12,206.38,191.5,207.6,29.16,312.36,191.12
2014-07-11,66.23,20.67,35.03,9.91,21.24,19.26,103.79,5.2,8.43,6.09,5.09,11.03,3.86,55.54,221.42,38.73,74.28,92.82,5.62,40.09,50.43,305.94,19.46,238.78,149.29,297.42,156.12,98.18,59.13,79.62,253.83,3.12,349.05,80.56,75.33,62.41,90.93,61.58,26.78,98.21,19.73,189.74,19.35,5.47,132.99,249.86,95.32,173.71,453.83,25.2,375.87,159.35,74.63,31.09,181.14,45.4,115.42,18.95,18.49,63.61,51.32,107.24,27.93,62.29,348.58,92.97,114.25,64.01,80.76,87.05,40.56,54.2,285.17,831.07,237.45,166.56,196.49,394.68,13.9,130.09,55.52,268.12,29.31,49.53,64.74,32.03,20.61,70.79,31.17,1102.55,388.88,55.84,44.59,95.97,8.43,203.32,167.5,84.82,190.59,421.38,339.29,96.43,558.62,118.32,48.36,74.16,10.98,186.94,71.1,38.14,291.83,27.79,33.9,280.45,197.85,665.89,75.56,14.89,14.79,14.21,9.13,12.32,2.57,18.56,15.65,3.75,5.36,6.21,5.94,32.35,6.42,11.25,3.8,5.37,21.12,4.19,30.6,10.88,4.21,5.13,4.16,18.77,2.82,9.47,2.5,31.96,5.01,4.01,5.37,9.51,11.83,29.72,5.45,10.23,3.72,8.2,5.81,5.08,75.85,65.14,19.37,6.97,1008.72,983.16,8.48,73.71,42.68,279.72,227.24,210.93,163.04,169.34,6.58,43.91,252.07,49.5,72.67,156.74,26.4,161.93,31.88,336.61,91.35,221.46,23.1,715.55,236.79,8.22,455.3,88.72,125.08,241.3,81.77,11.27,60.54,1462.28,101.11,18.46,10.32,14.5,54.16,74.34,95.64,51.45,39.2,21.61,80.49,162.05,23.51,19.19,128.04,87.61,67.94,284.74,106.86,95.23,7.61,12.95,270.92,4.04,126.28,30.25,12.44,160.04,193.95,35.78,33.98,175.02,313.78,188.42,566.56,351.0,53.39,233.97,249.53,37.97,10.35,43.13,263.63,44.78,151.54,369.67,271.58,63.3,128.99,179.59,131.87,308.18,54.72,274.18,71.38,44.29,44.12,150.09,212.52,128.78,28.46,82.31,25.74,104.91,21.63,49.4,18.76,130.16,6.76,14.36,46.91,37.54,54.24,11.25,116.22,217.85,295.52,160.61,208.27,192.36,208.17,29.16,313.56,189.82
2014-07-14,66.59,20.85,35.38,9.96,21.74,19.38,103.79,5.22,8.47,6.12,5.26,11.08,3.87,56.35,225.25,38.96,28.41,93.46,5.67,40.92,51.41,314.08,19.79,239.6,150.34,303.47,157.49,100.35,58.81,82.86,257.88,3.12,344.31,81.17,75.48,64.73,91.65,64.52,27.06,98.67,19.91,192.21,19.35,5.49,132.25,251.63,95.5,175.3,459.7,25.57,376.07,160.29,74.11,31.33,180.57,45.92,116.95,19.21,18.81,63.38,50.12,108.71,28.31,62.1,356.23,94.19,115.02,67.99,80.86,90.85,40.97,55.32,286.71,871.49,240.54,166.16,204.14,394.68,13.93,130.59,57.29,268.94,29.94,49.91,64.74,32.03,20.71,71.0,31.49,1105.35,395.49,55.81,44.66,97.85,8.45,208.45,170.82,86.25,192.26,425.05,359.54,97.71,565.22,120.32,52.37,75.13,10.98,188.98,71.65,38.34,295.02,28.05,34.15,280.94,5.34,674.98,75.34,15.21,14.71,14.34,9.28,12.38,2.57,18.53,15.93,3.77,5.54,6.27,5.99,32.41,6.53,11.29,3.87,5.38,21.09,4.23,32.0,11.18,4.25,5.19,4.2,18.96,2.84,9.49,2.45,32.38,5.03,4.02,5.37,9.53,11.57,30.64,5.45,10.42,3.73,8.25,5.89,5.15,73.43,64.88,19.46,7.15,1013.95,990.09,8.48,74.21,42.89,287.97,240.76,217.02,164.56,170.97,2.43,43.9,254.94,49.78,74.93,162.74,26.59,162.39,32.05,336.33,93.87,216.79,23.1,715.12,258.63,8.22,465.37,90.98,127.59,245.57,79.81,11.31,61.29,1482.99,102.51,18.51,10.32,14.88,54.4,76.1,93.58,51.95,39.2,21.85,81.38,161.21,25.51,19.24,130.7,88.3,69.29,299.32,109.09,97.47,7.61,12.97,273.8,4.13,124.5,30.53,12.44,161.87,201.12,36.08,34.66,177.15,316.94,193.67,564.13,357.84,54.06,246.18,245.95,37.56,10.44,43.5,270.36,45.09,150.74,374.63,273.2,63.3,129.07,183.74,137.54,309.08,55.36,263.88,70.83,44.45,44.56,150.79,216.8,131.1,28.72,82.97,26.04,105.63,21.63,49.25,19.05,137.03,6.86,14.36,48.74,38.92,55.67,11.42,122.21,215.26,303.83,160.76,213.76,197.67,211.98,29.16,327.36,186.5
