2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
001040,001040,001120,001040,001230,001120,001120,001060,001430,001450,001450,001740,001740,002380,001740,002380
001060,001060,001130,001120,001430,001230,001230,001120,001450,001520,001520,001800,001800,002790,001800,002710
001120,001120,001210,001130,001440,001430,001430,001230,001520,001680,001680,002350,002350,003090,002380,002790
001130,001130,001230,001230,001630,001440,001680,001430,001680,001740,001740,002380,002380,003240,002710,002840
001210,001210,001430,001430,001680,001680,001740,001450,001740,001800,001800,002790,002790,003410,002790,003030
001230,001230,001440,001440,001740,001740,001800,001520,001800,002240,002240,003000,003000,003490,003090,003090
001430,001430,001520,001520,001800,001800,002240,001680,002240,002270,002270,003090,003090,003550,003230,003230
001440,001440,001630,001630,002020,002020,002270,001740,002270,002350,002350,003230,003240,003670,003490,003490
001520,001520,001680,001680,002240,002240,002350,001780,002350,002380,002380,003240,003410,003850,003550,003550
001630,001630,001740,001740,002350,002270,002380,001800,002380,002790,002790,003410,003490,004000,003620,003620
001680,001680,001800,001800,002380,002350,002790,002240,002790,002960,002960,003490,003520,004020,003670,003670
001740,001740,002020,002020,002790,002380,002960,002270,002960,003000,003000,003520,003550,004370,004000,004000
001790,001790,002030,002240,002960,002790,003000,002350,003000,003240,003240,003550,003670,004490,004020,004020
001800,001800,002240,002350,003000,002960,003030,002380,003030,003300,003410,003670,003850,004800,004170,004170
001940,001940,002350,002380,003030,003000,003200,002620,003240,003410,003490,003850,004000,005250,004370,004370
002020,002020,002380,002790,003240,003030,003240,002790,003300,003490,003520,004000,004020,005300,004490,004490
002030,002030,002790,002960,003300,003240,003300,002960,003410,003520,003550,004020,004170,005380,004800,004990
002240,002240,002960,003000,003490,003300,003410,003000,003490,003550,003620,004170,004370,005440,004990,005070
002350,002350,003000,003030,003520,003410,003490,003030,003520,003620,003850,004370,004490,005490,005250,005250
002380,002380,003030,003120,003550,003450,003520,003200,003550,003850,003920,004490,004800,005830,005300,005300
002390,002390,003120,003240,003570,003490,003550,003240,003620,003920,004000,004800,004990,005850,005380,005380
002790,002790,003240,003300,003620,003520,003570,003300,003850,004000,004020,004990,005250,005930,005420,005420
002990,003000,003300,003480,003920,003550,003620,003410,003920,004020,004170,005180,005300,005940,005490,005490
003000,003030,003480,003490,004000,003570,003920,003490,004000,004170,004370,005250,005380,006040,005830,005830
003030,003120,003490,003550,004020,003620,004000,003520,004020,004370,004490,005300,005440,006260,005850,005850
003120,003240,003550,003570,004130,003920,004020,003550,004170,004490,004800,005380,005490,006280,005930,005930
003240,003300,003570,003620,004150,004000,004150,003570,004370,004800,004990,005440,005830,006360,005940,005940
003300,003480,003620,003920,004170,004020,004170,003620,004490,004990,005180,005490,005850,006400,006110,006110
003480,003490,003920,004000,004370,004130,004370,003850,004710,005180,005250,005610,005930,006650,006260,006260
003490,003550,004000,004020,004430,004150,004490,003920,004800,005250,005300,005830,005940,006800,006280,006280
003520,003570,004020,004150,004490,004170,004700,004000,004990,005300,005380,005930,006040,007070,006360,006360
003550,003920,004130,004170,004710,004370,004710,004020,005180,005380,005440,005940,006120,007310,006400,006400
003570,004000,004150,004370,004800,004430,004800,004170,005250,005440,005490,006120,006260,008770,006650,006650
003920,004020,004170,004430,004990,004490,004990,004370,005380,005490,005610,006260,006280,008930,006800,006800
004000,004130,004370,004490,005090,004710,005090,004490,005440,005610,005830,006280,006360,009150,007070,007070
004020,004150,004430,004710,005180,004800,005180,004700,005490,005830,005850,006360,006400,009240,007310,007310
004130,004170,004490,004800,005300,004990,005300,004710,005610,005850,005930,006390,006650,009420,008730,008730
004150,004370,004710,004990,005380,005090,005380,004800,005830,005930,005940,006400,006800,009540,008770,008770
004170,004430,004800,005090,005490,005180,005440,004990,005930,005940,006120,006650,007070,009830,008930,008930
004370,004490,004990,005180,005690,005300,005490,005090,005940,006120,006260,006800,007310,009900,009150,009150
004490,004710,005090,005300,005740,005380,005610,005180,006120,006260,006280,007070,008560,010060,009240,009240
004710,004800,005180,005380,005830,005490,005740,005300,006260,006280,006360,007310,008770,010120,009420,009420
004800,004990,005300,005490,005850,005610,005830,005380,006280,006360,006390,007570,008930,010130,009540,009540
004990,005090,005380,005690,005930,005740,005850,005440,006360,006400,006400,007700,009150,010140,009830,009830
005090,005180,005490,005850,005940,005830,005930,005490,006400,006650,006650,008350,009240,010620,009900,009970
005180,005300,005680,005930,005950,005850,005940,005610,006650,006800,006800,008560,009420,010780,009970,010060
005300,005380,005850,005940,006120,005930,006120,005740,006800,006840,006840,008770,009540,010950,010060,010120
005380,005490,005930,005950,006260,005940,006260,005830,006840,007070,007070,008930,009830,011070,010120,010130
005490,005500,005940,006120,006280,005950,006280,005850,007070,007310,007310,009150,009900,011170,010130,010140
005500,005680,006120,006260,006360,006120,006400,005930,007310,007570,007570,009240,010060,011200,010140,010950
005680,005930,006260,006280,006380,006260,006650,005940,007570,008060,008060,009410,010120,011210,010620,011070
005930,005940,006280,006360,006400,006280,006800,006120,008060,008560,008560,009420,010130,011780,010780,011170
005940,006120,006360,006380,006650,006380,007070,006260,008560,008770,008770,009540,010140,011790,010950,011200
006120,006260,006380,006400,006800,006400,007310,006280,008770,008930,008930,009830,010620,012330,011070,011210
006260,006280,006400,006650,007070,006650,007340,006400,008930,009150,009150,010060,010780,012450,011170,011780
006280,006360,006650,006800,007310,006800,007570,006650,009150,009240,009240,010120,010950,012750,011200,011790
006360,006380,006800,007310,007340,007070,007690,006800,009240,009420,009420,010130,011070,013890,011210,012330
006380,006400,007310,007340,007570,007310,007860,007070,009290,009540,009540,010140,011170,014680,011780,012450
006400,006650,007340,007570,007690,007340,008060,007210,009420,009830,009830,010620,011200,014820,011790,012750
006650,006800,007570,007690,007810,007570,008490,007310,009540,010060,010060,010780,011210,015760,012330,014680
006800,007310,007690,007860,007860,007690,008770,007340,009830,010120,010120,010950,011780,016360,012450,014820
006840,007340,007860,008000,008000,007810,009150,007570,010060,010130,010130,011070,011790,016380,012750,015760
007310,007570,008000,008040,008060,007860,009240,007690,010120,010140,010140,011170,012330,017670,014680,016360
007340,008000,008040,008060,008770,008000,009290,008060,010130,010620,010620,011200,012450,017800,014820,017670
007570,008060,008060,009150,009150,008060,009540,008490,010140,010780,010780,011210,012750,018260,015760,017800
008000,008730,008730,009420,009420,008490,009580,008560,010620,010950,010950,011780,013890,018880,016360,018260
008060,008930,009150,009540,009540,008770,009680,008770,010780,011070,011070,011790,014680,019170,016380,018880
008730,009150,009540,009580,009580,009150,009830,008930,010950,011170,011170,012330,014820,020000,017670,021240
008930,009200,009580,009680,009680,009290,010060,009150,011070,011210,011210,012450,015760,020150,017800,022100
009150,009290,009680,009830,009830,009540,010120,009240,011170,011780,011780,012630,016360,020560,018260,023530
009200,009540,009830,010060,010060,009580,010130,009290,011210,011790,011790,012750,016380,024110,018880,024110
009290,009580,010060,010120,010120,009680,010140,009420,011780,012330,012330,013890,017670,026960,019170,026960
009440,009680,010120,010130,010130,009830,010620,009540,011790,012450,012450,014680,017800,028050,020150,028050
009540,009830,010130,010140,010140,010060,010690,009830,012330,012630,012630,014820,018260,028260,020560,028260
009580,010060,010140,010690,010690,010120,010780,010060,012450,012750,012750,015760,018880,028670,021240,028670
009680,010120,010690,010780,010780,010130,010950,010120,012630,014680,014680,016360,019170,029780,023530,029780
009830,010130,010780,010950,010950,010140,011070,010130,012750,014820,014820,016380,020000,030000,024110,030000
010060,010140,010950,011070,011070,010690,011170,010140,014680,014830,014830,017670,020150,030200,026960,030200
010120,010950,011070,011170,011170,010780,011200,010620,014820,015760,015760,017800,020560,031430,028050,032640
010130,011070,011170,011200,011200,010950,011210,010780,014830,016360,016360,018250,021240,032350,028260,032830
010140,011170,011200,011210,011210,011070,011780,010950,015760,017670,017670,018260,023530,032640,028670,033780
010950,011200,011780,011780,011780,011170,011790,011070,016360,017800,017800,018880,024110,032830,029780,034020
011170,011780,011790,011790,011790,011200,012330,011170,017670,018260,018250,019170,026960,033780,030000,034220
011200,011790,011810,011810,012330,011210,012450,011210,017800,018880,018260,020000,028050,034020,030200,034730
011780,011810,012330,012330,012450,011780,012630,011780,018260,019680,018880,020150,028260,034220,031430,035250
011790,012330,012450,012450,012630,011790,012750,011790,018880,020000,019680,020560,028670,034730,032350,035420
011810,012450,012630,012630,012750,012330,014680,012330,019680,020150,020000,021240,029780,035250,032640,035720
011930,012630,012750,012750,013570,012450,014820,012450,020000,021240,020150,023530,030000,035420,032830,036460
012330,012750,013570,013570,014830,012630,014830,012630,020150,023530,021240,024110,030200,035720,033780,036570
012450,014820,014830,014830,015760,012750,015760,012750,021240,024110,023530,026960,031430,036460,034020,039130
012630,014830,015760,015760,016360,013570,016360,014680,023530,025540,024110,028050,032350,036570,034220,039490
012750,015590,016360,016360,016800,014830,017670,014820,024110,025860,025540,028260,032640,039130,034730,042660
013570,015760,016380,016380,017670,015760,017800,014830,025540,026960,025860,028670,032830,039490,035250,042670
014820,016360,016800,017670,017800,016360,018260,015760,025860,027410,026960,029780,033780,042660,035420,042700
014830,016380,017670,017800,018880,016800,018880,016360,026960,028050,027410,030000,034020,042670,035720,047040
014990,016800,017800,018880,019680,017670,019680,017670,027410,028260,028050,030200,034220,047040,036460,047050
015590,017670,017900,019680,020000,017800,020000,017800,028050,028670,028260,031430,034730,047050,036570,047810
015760,017800,018880,020000,020150,018880,020150,018260,028260,029780,028670,032350,035250,047810,039130,051600
016360,017960,019680,020150,020760,019680,021240,018880,028670,030000,029780,032640,035420,051600,039490,051900
016380,018880,020000,020760,021240,020000,023530,019680,029530,030200,030000,032830,035720,051900,042660,051910
016800,019680,020760,021240,023530,020150,024110,020000,029780,032640,030200,033780,036460,051910,042670,052690
017670,020000,021240,023530,024110,020760,025540,020150,030000,032830,031430,034020,036570,052690,047040,055550
017800,021240,023530,024110,025000,021240,025860,021240,030200,033780,032640,034220,039490,055550,047050,064350
017960,023530,024110,025000,025540,023530,028050,023530,032640,033920,032830,034730,042660,057050,047810,066570
018880,024110,025000,025540,025860,024110,028260,024110,032830,034020,033780,035250,042670,064350,051600,066970
019680,025000,025540,025860,028050,025540,029530,025540,033780,034120,034020,035420,047040,066570,051900,068270
020000,025540,025860,028050,029530,025860,029780,025860,033920,034220,034220,035720,047050,068270,051910,069260
021240,025860,028050,028670,029780,028050,030000,027410,034020,034730,034730,036460,047810,069260,052690,069620
023530,028050,028670,029530,030000,029530,030200,028050,034120,035250,035250,036570,049770,069620,055550,069960
024110,028670,029530,029780,030200,029780,032640,028260,034220,035420,035420,039490,051600,069960,064350,071050
025000,029530,029780,030000,032640,030000,032830,029530,034730,035720,035720,042660,051900,071050,066570,073240
025540,029780,030000,030200,032830,030200,033530,029780,035250,036460,036460,042670,051910,073240,068270,078930
025860,030000,030200,032640,033530,032640,033780,030000,035420,036570,036570,047040,052690,078930,069260,079550
027970,030200,032640,032830,033780,032830,033920,030200,035720,036580,042660,047050,055550,079550,069620,081660
028050,032640,032830,033530,033920,033240,034020,032640,036460,042660,042670,047810,057050,081660,069960,086280
028670,032830,033530,033780,034020,033530,034120,032830,036570,042670,047040,049770,064350,086280,071050,086790
029530,033780,033780,033920,034120,033780,034220,033780,036580,047040,047050,051600,064960,086790,073240,088350
029780,034020,034020,034020,034220,033920,034730,033920,042670,047050,047810,051900,066570,088350,078930,090430
030000,034120,034120,034120,034730,034020,035250,034020,047040,047810,049770,051910,068270,090430,079550,093370
030200,034220,034220,034220,035250,034120,035420,034120,047050,049770,051600,052690,069260,093370,081660,096770
033780,035250,034730,034730,035420,034220,036460,034220,047810,051600,051900,055550,069620,096770,086280,097950
034020,035420,035250,035250,036460,034730,036570,034730,049770,051900,051910,057050,069960,097950,086790,103140
034120,036460,035420,035420,036570,035250,036580,035250,051600,051910,052690,064350,071050,103140,088350,105560
034220,036570,036460,036460,042660,035420,037620,035420,051900,052690,055550,064960,073240,105560,090430,105630
035250,042660,036570,036570,044820,036460,042660,036460,051910,055550,057050,066570,078930,105630,093370,111770
035420,047040,042660,042660,047040,036570,042670,036570,052690,057050,060980,068270,079160,111770,096770,112610
036460,047050,047040,047040,047050,037620,042700,036580,055550,060980,064350,069260,079550,112610,097950,114090
036570,051900,047050,047050,047810,042660,047040,042660,057050,064350,064960,069620,081660,114090,103140,120110
042660,051910,051900,051900,051900,042670,047050,042670,060980,064960,066570,069960,086280,120110,105560,128940
047040,055550,051910,051910,051910,047040,047810,047040,064350,066570,068270,071050,086790,128940,105630,137310
047050,064960,052690,052690,052690,047050,049770,047050,066570,068270,069260,071840,088350,137310,111770,138040
051900,066570,055550,055550,055550,047810,051600,047810,069620,069260,069620,073240,090430,138040,112610,138930
051910,069260,064960,060980,060980,049770,051900,049770,069960,069620,069960,078930,093370,138930,114090,139130
055550,069620,066570,064960,064960,051310,051910,051600,071050,069960,071050,079160,096770,161390,120110,139480
064960,069960,069260,066570,066570,051600,052690,051900,073240,071050,071840,079550,097950,161890,128940,145720
066570,071050,069620,069260,069260,051900,055550,051910,078520,071840,073240,081660,103140,178920,137310,161390
069260,077970,069960,069620,069620,051910,060980,052690,078930,073240,078930,086280,105560,180640,138040,161890
069620,078930,071050,069960,069960,052690,064350,055550,079160,078930,079160,086790,105630,185750,138930,175330
069960,084010,071970,071050,071050,055550,064960,057050,079430,079160,079430,088350,111770,192080,139130,178920
071050,085310,073240,073240,073240,060980,066570,060980,079550,079430,079550,090430,112610,192820,139480,180640
073240,086280,077970,077970,077970,064960,068870,064350,086280,079550,081660,093370,114090,204320,145720,185750
077970,086790,078930,078520,078520,066570,069260,064960,086790,086280,086280,096770,120110,207940,161390,192080
078930,090430,084010,078930,078930,068870,069620,066570,088350,086790,086790,097950,128940,241590,161890,192820
084010,093050,084870,082740,079980,069260,069960,069260,090430,088350,088350,103140,138040,251270,175330,204320
085310,093370,086280,084870,082740,069620,071050,069620,093370,090430,090430,105560,138930,259960,178920,207940
086790,096770,086790,086280,084870,069960,073240,069960,096760,093050,093050,105630,139480,267250,180640,241560
090430,097230,088350,086790,086280,071050,078520,071050,096770,093370,093370,108670,161390,271560,185750,251270
093050,097950,090430,088350,086790,073240,078930,073240,097230,096760,096760,111770,161890,271940,192080,259960
093370,100840,093050,090430,088350,078520,079430,078520,097950,096770,096770,112610,178920,272210,192820,267250
096770,103140,093370,093050,090430,078930,079980,078930,103140,097230,097950,114090,180640,280360,204320,267260
097230,103590,096770,093370,093050,079980,082740,079430,105560,097950,103140,115390,185750,282330,207940,271560
097950,104700,097230,096770,093370,082740,084870,086280,105630,103140,105560,120110,192080,284740,241560,271940
105560,105560,097950,097230,096770,084870,086280,086790,108670,105560,105630,128940,192400,285130,251270,272210
,108670,103140,097950,097230,086280,086790,088350,111770,105630,108670,138930,192820,294870,259960,278470
,,103590,103140,097950,086790,088350,090430,114090,108670,111770,139480,204320,298020,267250,280360
,,104700,103590,103140,088350,090430,093050,115390,111770,114090,145990,207940,298050,267260,282330
,,105560,104700,104700,090430,093050,093370,120110,114090,115390,161390,241560,300720,271560,285130
,,108670,105560,105560,093050,093370,096770,128940,115390,120110,161890,241590,302440,271940,298020
,,120110,108670,105630,093370,096770,097230,138930,120110,128940,180640,251270,316140,272210,298040
,,138930,120110,108670,096770,097230,097950,139480,128940,138930,185750,259960,323410,280360,298050
,,,128940,120110,097230,097950,103140,161390,138930,139480,192080,267250,326030,282330,300720
,,,138930,128940,097950,103140,104700,161890,139480,145990,192400,271560,329180,285130,302440
,,,,138930,103140,104700,105560,170900,145990,161390,192820,272210,336260,298020,316140
,,,,139480,104700,105560,105630,185750,161390,161890,204320,282330,352820,298050,323410
,,,,,105560,105630,108670,192400,161890,170900,207940,284740,361610,300720,326030
,,,,,105630,108670,111770,192820,170900,185750,214320,285130,373220,302440,329180
,,,,,108670,111770,114090,204320,185750,192400,241560,294870,375500,316140,336260
,,,,,114090,114090,115390,207940,192400,192820,241590,298020,377300,323410,352820
,,,,,115390,115390,120110,214320,192820,204320,251270,298050,381970,326030,361610
,,,,,120110,120110,128940,251270,204320,207940,267250,302440,383220,329180,373220
,,,,,128940,128940,138930,267250,207940,214320,271560,316140,402340,336260,377300
,,,,,138930,138930,139480,271560,214320,241560,272210,323410,,352820,383220
,,,,,139480,139480,145990,282330,241560,251270,282330,326030,,361610,402340
,,,,,161390,145990,161390,,251270,267250,284740,329180,,373220,450080
,,,,,161890,161390,161890,,267250,271560,285130,336260,,375500,454910
,,,,,170900,161890,170900,,271560,282330,294870,352820,,377300,456040
,,,,,,170900,185750,,282330,285130,316140,361610,,383220,457190
,,,,,,185750,192400,,285130,294870,326030,375500,,402340,489790
,,,,,,192820,192820,,294870,298040,336260,377300,,450080,
,,,,,,,204320,,298040,316140,352820,402340,,,
